model,condition,pair_id,cell_id,pilot_cell_id,state_role,decl_order,body_order,dep_var,alt_var,useState_form_var,const_form_var,reactive_var,stable_var,role_dep_useState_form,pos_dep_first,decl_dep_first,reactive_body_pos,useState_form_body_pos,prefix,n_tokens,dep_id,alt_id,useState_form_id,const_form_id,close_id,logit_dep,logit_alt,logit_useState_form,logit_const_form,logit_reactive,logit_stable,logit_close,D,LD_stateform,LD_reactive,LD_stateform_direct,LD_stateform_vs_close,LD_constform_vs_close,close_error
llama3.2-1b,alias,pair_21,pair_21_alias_c1,pair_21_c1,dep_reactive,reactive_first,dep_first,color,max,color,max,color,max,True,True,True,first,first,"const myEffect = useEffect;

function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",52,3506,2880,3506,2880,60,25.125,21.625,25.125,21.625,25.125,21.625,11.0625,3.5,3.5,3.5,3.5,14.0625,10.5625,
llama3.2-1b,alias,pair_21,pair_21_alias_c2,pair_21_c2,dep_reactive,reactive_first,alt_first,color,max,color,max,color,max,True,False,True,second,second,"const myEffect = useEffect;

function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",52,3506,2880,3506,2880,60,25.0,24.0,25.0,24.0,25.0,24.0,11.5625,1.0,1.0,1.0,1.0,13.4375,12.4375,
llama3.2-1b,alias,pair_21,pair_21_alias_c3,pair_21_c3,dep_reactive,stable_first,dep_first,color,max,color,max,color,max,True,True,False,first,first,"const myEffect = useEffect;

function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",52,3506,2880,3506,2880,60,25.625,23.0,25.625,23.0,25.625,23.0,11.5,2.625,2.625,2.625,2.625,14.125,11.5,
llama3.2-1b,alias,pair_21,pair_21_alias_c4,pair_21_c4,dep_reactive,stable_first,alt_first,color,max,color,max,color,max,True,False,False,second,second,"const myEffect = useEffect;

function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",52,3506,2880,3506,2880,60,24.75,25.0,24.75,25.0,24.75,25.0,12.0625,-0.25,-0.25,-0.25,-0.25,12.6875,12.9375,
llama3.2-1b,alias,pair_21,pair_21_alias_c5,pair_21_c5,alt_reactive,reactive_first,dep_first,color,max,max,color,max,color,False,True,False,second,second,"const myEffect = useEffect;

function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",53,3506,2880,2880,3506,60,25.0,24.5,24.5,25.0,24.5,25.0,12.5,0.5,-0.5,-0.5,-0.5,12.0,12.5,
llama3.2-1b,alias,pair_21,pair_21_alias_c6,pair_21_c6,alt_reactive,reactive_first,alt_first,color,max,max,color,max,color,False,False,False,first,first,"const myEffect = useEffect;

function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",53,3506,2880,2880,3506,60,23.0,25.625,25.625,23.0,25.625,23.0,12.8125,-2.625,2.625,2.625,2.625,12.8125,10.1875,
llama3.2-1b,alias,pair_21,pair_21_alias_c7,pair_21_c7,alt_reactive,stable_first,dep_first,color,max,max,color,max,color,False,True,True,second,second,"const myEffect = useEffect;

function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",53,3506,2880,2880,3506,60,25.75,23.875,23.875,25.75,23.875,25.75,12.0625,1.875,-1.875,-1.875,-1.875,11.8125,13.6875,
llama3.2-1b,alias,pair_21,pair_21_alias_c8,pair_21_c8,alt_reactive,stable_first,alt_first,color,max,max,color,max,color,False,False,True,first,first,"const myEffect = useEffect;

function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",53,3506,2880,2880,3506,60,24.75,25.75,25.75,24.75,25.75,24.75,12.625,-1.0,1.0,1.0,1.0,13.125,12.125,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c1,pair_21_c1,dep_reactive,reactive_first,dep_first,color,max,color,max,color,max,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",63,3506,2880,3506,2880,60,24.0,20.625,24.0,20.625,24.0,20.625,10.375,3.375,3.375,3.375,3.375,13.625,10.25,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c2,pair_21_c2,dep_reactive,reactive_first,alt_first,color,max,color,max,color,max,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",63,3506,2880,3506,2880,60,24.0,23.0,24.0,23.0,24.0,23.0,10.625,1.0,1.0,1.0,1.0,13.375,12.375,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c3,pair_21_c3,dep_reactive,stable_first,dep_first,color,max,color,max,color,max,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",63,3506,2880,3506,2880,60,24.25,21.875,24.25,21.875,24.25,21.875,10.625,2.375,2.375,2.375,2.375,13.625,11.25,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c4,pair_21_c4,dep_reactive,stable_first,alt_first,color,max,color,max,color,max,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",63,3506,2880,3506,2880,60,23.625,23.875,23.625,23.875,23.625,23.875,10.9375,-0.25,-0.25,-0.25,-0.25,12.6875,12.9375,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c5,pair_21_c5,alt_reactive,reactive_first,dep_first,color,max,max,color,max,color,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",64,3506,2880,2880,3506,60,24.5,24.625,24.625,24.5,24.625,24.5,11.875,-0.125,0.125,0.125,0.125,12.75,12.625,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c6,pair_21_c6,alt_reactive,reactive_first,alt_first,color,max,max,color,max,color,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",64,3506,2880,2880,3506,60,22.0,25.5,25.5,22.0,25.5,22.0,11.9375,-3.5,3.5,3.5,3.5,13.5625,10.0625,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c7,pair_21_c7,alt_reactive,stable_first,dep_first,color,max,max,color,max,color,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",64,3506,2880,2880,3506,60,25.125,23.75,23.75,25.125,23.75,25.125,11.5625,1.375,-1.375,-1.375,-1.375,12.1875,13.5625,
llama3.2-1b,alias_ctrl,pair_21,pair_21_alias_ctrl_c8,pair_21_c8,alt_reactive,stable_first,alt_first,color,max,max,color,max,color,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

const myEffect = subscribe;

function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  myEffect(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",64,3506,2880,2880,3506,60,24.0,25.75,25.75,24.0,25.75,24.0,12.0625,-1.75,1.75,1.75,1.75,13.6875,11.9375,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c1,pair_21_c1,dep_reactive,reactive_first,dep_first,color,max,color,max,color,max,True,True,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  subscribe(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",56,3506,2880,3506,2880,60,24.25,21.125,24.25,21.125,24.25,21.125,10.625,3.125,3.125,3.125,3.125,13.625,10.5,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c2,pair_21_c2,dep_reactive,reactive_first,alt_first,color,max,color,max,color,max,True,False,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [color, setColor] = useState(1);
  const max = 1;

  subscribe(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",56,3506,2880,3506,2880,60,24.125,23.25,24.125,23.25,24.125,23.25,10.875,0.875,0.875,0.875,0.875,13.25,12.375,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c3,pair_21_c3,dep_reactive,stable_first,dep_first,color,max,color,max,color,max,True,True,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  subscribe(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",56,3506,2880,3506,2880,60,24.125,22.0,24.125,22.0,24.125,22.0,11.0,2.125,2.125,2.125,2.125,13.125,11.0,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c4,pair_21_c4,dep_reactive,stable_first,alt_first,color,max,color,max,color,max,True,False,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const max = 1;
  const [color, setColor] = useState(1);

  subscribe(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",56,3506,2880,3506,2880,60,23.5,24.0,23.5,24.0,23.5,24.0,11.1875,-0.5,-0.5,-0.5,-0.5,12.3125,12.8125,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c5,pair_21_c5,alt_reactive,reactive_first,dep_first,color,max,max,color,max,color,False,True,False,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  subscribe(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",57,3506,2880,2880,3506,60,24.375,24.75,24.75,24.375,24.75,24.375,11.9375,-0.375,0.375,0.375,0.375,12.8125,12.4375,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c6,pair_21_c6,alt_reactive,reactive_first,alt_first,color,max,max,color,max,color,False,False,False,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const [max, setMax] = useState(1);
  const color = 1;

  subscribe(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",57,3506,2880,2880,3506,60,21.625,25.625,25.625,21.625,25.625,21.625,11.875,-4.0,4.0,4.0,4.0,13.75,9.75,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c7,pair_21_c7,alt_reactive,stable_first,dep_first,color,max,max,color,max,color,False,True,True,second,second,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  subscribe(() => {
    fetch(`/api?x=${color}&y=${max}`);
  }, [",57,3506,2880,2880,3506,60,25.0,24.0,24.0,25.0,24.0,25.0,11.75,1.0,-1.0,-1.0,-1.0,12.25,13.25,
llama3.2-1b,subscribe,pair_21,pair_21_subscribe_c8,pair_21_c8,alt_reactive,stable_first,alt_first,color,max,max,color,max,color,False,False,True,first,first,"function subscribe(callback, values) {
  callback();
}

function Component() {
  const color = 1;
  const [max, setMax] = useState(1);

  subscribe(() => {
    fetch(`/api?x=${max}&y=${color}`);
  }, [",57,3506,2880,2880,3506,60,23.75,25.625,25.625,23.75,25.625,23.75,12.0625,-1.875,1.875,1.875,1.875,13.5625,11.6875,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c1,pair_22_c1,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,flag,ref,True,True,True,first,first,"function Component() {
  const [flag, setFlag] = useState(true);
  const ref = true;

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",44,10104,1116,10104,1116,60,27.375,24.625,27.375,24.625,27.375,24.625,12.9375,2.75,2.75,2.75,2.75,14.4375,11.6875,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c2,pair_22_c2,dep_reactive,reactive_first,alt_first,flag,ref,flag,ref,flag,ref,True,False,True,second,second,"function Component() {
  const [flag, setFlag] = useState(true);
  const ref = true;

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",44,10104,1116,10104,1116,60,26.75,26.375,26.75,26.375,26.75,26.375,13.0625,0.375,0.375,0.375,0.375,13.6875,13.3125,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c3,pair_22_c3,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,flag,ref,True,True,False,first,first,"function Component() {
  const ref = true;
  const [flag, setFlag] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",44,10104,1116,10104,1116,60,27.25,25.875,27.25,25.875,27.25,25.875,13.0625,1.375,1.375,1.375,1.375,14.1875,12.8125,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c4,pair_22_c4,dep_reactive,stable_first,alt_first,flag,ref,flag,ref,flag,ref,True,False,False,second,second,"function Component() {
  const ref = true;
  const [flag, setFlag] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",44,10104,1116,10104,1116,60,26.25,26.875,26.25,26.875,26.25,26.875,13.125,-0.625,-0.625,-0.625,-0.625,13.125,13.75,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c5,pair_22_c5,alt_reactive,reactive_first,dep_first,flag,ref,ref,flag,ref,flag,False,True,False,second,second,"function Component() {
  const [ref, setRef] = useState(true);
  const flag = true;

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",44,10104,1116,1116,10104,60,26.5,26.75,26.75,26.5,26.75,26.5,13.1875,-0.25,0.25,0.25,0.25,13.5625,13.3125,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c6,pair_22_c6,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,ref,flag,False,False,False,first,first,"function Component() {
  const [ref, setRef] = useState(true);
  const flag = true;

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",44,10104,1116,1116,10104,60,25.375,27.5,27.5,25.375,27.5,25.375,13.125,-2.125,2.125,2.125,2.125,14.375,12.25,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c7,pair_22_c7,alt_reactive,stable_first,dep_first,flag,ref,ref,flag,ref,flag,False,True,True,second,second,"function Component() {
  const flag = true;
  const [ref, setRef] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",44,10104,1116,1116,10104,60,26.75,26.25,26.25,26.75,26.25,26.75,13.1875,0.5,-0.5,-0.5,-0.5,13.0625,13.5625,
llama3.2-1b,useEffect,pair_22,pair_22_useEffect_c8,pair_22_c8,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,ref,flag,False,False,True,first,first,"function Component() {
  const flag = true;
  const [ref, setRef] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",44,10104,1116,1116,10104,60,25.75,27.5,27.5,25.75,27.5,25.75,13.1875,-1.75,1.75,1.75,1.75,14.3125,12.5625,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c1,pair_22_c1,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,flag,ref,True,True,True,first,first,"function Component() {
  const [flag, setFlag] = useState(true);
  const ref = true;

  useLayoutEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",46,10104,1116,10104,1116,60,27.25,24.875,27.25,24.875,27.25,24.875,13.5,2.375,2.375,2.375,2.375,13.75,11.375,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c2,pair_22_c2,dep_reactive,reactive_first,alt_first,flag,ref,flag,ref,flag,ref,True,False,True,second,second,"function Component() {
  const [flag, setFlag] = useState(true);
  const ref = true;

  useLayoutEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",46,10104,1116,10104,1116,60,26.75,26.5,26.75,26.5,26.75,26.5,13.5625,0.25,0.25,0.25,0.25,13.1875,12.9375,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c3,pair_22_c3,dep_reactive,stable_first,dep_first,flag,ref,flag,ref,flag,ref,True,True,False,first,first,"function Component() {
  const ref = true;
  const [flag, setFlag] = useState(true);

  useLayoutEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",46,10104,1116,10104,1116,60,27.25,25.75,27.25,25.75,27.25,25.75,13.5,1.5,1.5,1.5,1.5,13.75,12.25,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c4,pair_22_c4,dep_reactive,stable_first,alt_first,flag,ref,flag,ref,flag,ref,True,False,False,second,second,"function Component() {
  const ref = true;
  const [flag, setFlag] = useState(true);

  useLayoutEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",46,10104,1116,10104,1116,60,26.25,26.875,26.25,26.875,26.25,26.875,13.625,-0.625,-0.625,-0.625,-0.625,12.625,13.25,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c5,pair_22_c5,alt_reactive,reactive_first,dep_first,flag,ref,ref,flag,ref,flag,False,True,False,second,second,"function Component() {
  const [ref, setRef] = useState(true);
  const flag = true;

  useLayoutEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",46,10104,1116,1116,10104,60,26.625,26.625,26.625,26.625,26.625,26.625,13.6875,0.0,-0.0,-0.0,0.0,12.9375,12.9375,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c6,pair_22_c6,alt_reactive,reactive_first,alt_first,flag,ref,ref,flag,ref,flag,False,False,False,first,first,"function Component() {
  const [ref, setRef] = useState(true);
  const flag = true;

  useLayoutEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",46,10104,1116,1116,10104,60,25.375,27.5,27.5,25.375,27.5,25.375,13.625,-2.125,2.125,2.125,2.125,13.875,11.75,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c7,pair_22_c7,alt_reactive,stable_first,dep_first,flag,ref,ref,flag,ref,flag,False,True,True,second,second,"function Component() {
  const flag = true;
  const [ref, setRef] = useState(true);

  useLayoutEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",46,10104,1116,1116,10104,60,26.75,26.125,26.125,26.75,26.125,26.75,13.625,0.625,-0.625,-0.625,-0.625,12.5,13.125,
llama3.2-1b,useLayoutEffect,pair_22,pair_22_useLayoutEffect_c8,pair_22_c8,alt_reactive,stable_first,alt_first,flag,ref,ref,flag,ref,flag,False,False,True,first,first,"function Component() {
  const flag = true;
  const [ref, setRef] = useState(true);

  useLayoutEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",46,10104,1116,1116,10104,60,25.75,27.375,27.375,25.75,27.375,25.75,13.75,-1.625,1.625,1.625,1.625,13.625,12.0,
llama3.2-1b,alias,pair_22,pair_22_alias_c1,pair_22_c1,dep_reactive,reactive_first,dep_first,flag,ref,flag,ref,flag,ref,True,True,True,first,first,"const myEffect = useEffect;

function Component() {
  const [flag, setFlag] = useState(true);
  const ref = true;

  myEffect(() => {
    fetch(`/api?x=${flag}&y=${ref}`);
  }, [",51,10104,1116,10104,1116,60,26.625,23.75,26.625,23.75,26.625,23.75,12.5,2.875,2.875,2.875,2.875,14.125,11.25,
llama3.2-1b,alias,pair_22,pair_22_alias_c2,pair_22_c2,dep_reactive,reactive_first,alt_first,flag,ref,flag,ref,flag,ref,True,False,True,second,second,"const myEffect = useEffect;

function Component() {
  const [flag, setFlag] = useState(true);
  const ref = true;

  myEffect(() => {
    fetch(`/api?x=${ref}&y=${flag}`);
  }, [",51,10104,1116,10104,1116,60,25.875,25.875,25.875,25.875,25.875,25.875,12.625,0.0,0.0,0.0,0.0,13.25,13.25,
